year,league_id,player_name,team_name,prev_team_name,birth,position
2018,2,デューク カルロス,ファジアーノ岡山,川崎フロンターレU-18,2000.02.28,MF
2018,2,阿部 海大,ファジアーノ岡山,東福岡高,1999.09.18,DF
2018,2,福元 友哉,ファジアーノ岡山,市立船橋高,1999.07.17,FW
2018,2,渡井 理己,徳島ヴォルティス,静岡学園高,1999.07.18,MF
2018,2,坪井 清志郎,徳島ヴォルティス,富山第一高,2000.02.01,FW
2018,2,竹嶋 裕二,愛媛ＦＣ,千葉U-18,1999.06.11,MF
2018,2,山﨑 浩介,愛媛ＦＣ,明治大,1995.12.30,DF
2018,2,木戸 皓貴,アビスパ福岡,明治大,1995.06.28,FW
2018,2,衛藤 幹弥,ロアッソ熊本,熊本ユース,1999.09.29,DF
2018,2,池谷 友喜,ロアッソ熊本,中央大,1995.06.27,MF
2018,2,坂本 広大,ロアッソ熊本,中京大,1995.09.20,MF
2018,2,濱口 草太,カマタマーレ讃岐,讃岐U-18,1999.05.22,MF
2018,2,島津 頼盛,ツエーゲン金沢,興國高,1999.04.07,MF
2018,2,毛利 駿也,ツエーゲン金沢,順天堂大,1995.04.10,DF
2018,2,山本 義道,ツエーゲン金沢,びわこ成蹊スポーツ大,1995.07.25,DF
2018,2,谷口 遼弥,ツエーゲン金沢,金沢U-18,1999.08.31,FW
2018,2,楠本 卓海,レノファ山口ＦＣ,東京国際大,1995.12.10,DF
2018,2,山下 敬大,レノファ山口ＦＣ,福岡大,1996.03.13,FW
2018,3,小林 智光,ガイナーレ鳥取,山梨学院大,1995.05.30,MF
2018,3,野口 航,ギラヴァンツ北九州,筑波大,1996.01.18,DF
2018,3,佐藤 颯汰,ギラヴァンツ北九州,日章学園高,1999.04.21,FW
2018,3,藤原 奏哉,ギラヴァンツ北九州,阪南大,1995.09.09,MF
2018,3,堂安 憂,ＡＣ長野パルセイロ,びわこ成蹊スポーツ大,1995.12.14,MF
2018,3,竹下 玲王,ＡＣ長野パルセイロ,関西大,1995.10.04,FW
2018,3,大塚 翔,ＦＣ琉球,関西学院大,1995.07.25,MF
2018,3,徳元 悠平,ＦＣ琉球,城西国際大,1995.09.12,DF
2018,3,キム ソンスン,ＦＣ琉球,朝鮮大,1995.12.31,MF
2018,3,宮内 雄希,ＦＣ琉球,流通経済大,1995.10.27,DF
2018,3,柳 雄太郎,横浜スポーツ&カルチャークラブ,明海大,1995.09.18,MF
2018,3,進 昂平,横浜スポーツ&カルチャークラブ,東京国際大,1995.06.04,FW
2018,3,古島 圭人,横浜スポーツ&カルチャークラブ,東京国際大,1995.09.05,GK
2018,3,佐藤 祐太,横浜スポーツ&カルチャークラブ,専修大,1995.05.13,MF
2018,3,三沢 直人,横浜スポーツ&カルチャークラブ,専修大,1995.07.07,MF
2018,3,尾身 俊哉,横浜スポーツ&カルチャークラブ,専修大,1995.10.10,DF
2018,3,浅川 隼人,横浜スポーツ&カルチャークラブ,桐蔭横浜大,1995.05.10,FW
2018,3,谷口 海斗,グルージャ盛岡,岐阜経済大,1995.09.07,FW
2018,3,太田 賢吾,グルージャ盛岡,大阪体育大,1995.11.16,DF
2018,3,池田 昌生,福島ユナイテッドＦＣ,東山高,1999.07.08,FW
2018,3,川上 翔平,福島ユナイテッドＦＣ,東京国際大,1995.05.17,MF
2018,3,輪笠 祐士,福島ユナイテッドＦＣ,日本体育大,1996.02.09,MF
2018,3,寺前 光太,福島ユナイテッドＦＣ,神奈川大,1995.07.09,DF
2018,3,古川 雅人,ＳＣ相模原,東京国際大,1995.09.23,DF
2018,3,田中 雄大,ＳＣ相模原,桐蔭横浜大,1995.11.17,GK
2018,3,中島 拓真,アスルクラロ沼津,東京農業大,1995.04.03,DF
2018,3,熱川 徳政,アスルクラロ沼津,駒澤大,1995.05.31,DF
2018,3,渥美 瑛亮,アスルクラロ沼津,中央大,1995.12.01,MF
2019,1,檀崎 竜孔,北海道コンサドーレ札幌,青森山田高,2000.05.31,MF
2019,1,中村 桐耶,北海道コンサドーレ札幌,札幌U-18,2000.07.23,DF
2019,1,田中 渉,ベガルタ仙台,桐生第一高,2000.09.23,MF
2019,1,照山 颯人,ベガルタ仙台,成立学園高,2000.08.28,DF
2019,1,名古 新太郎,鹿島アントラーズ,順天堂大,1996.04.17,MF
2019,1,関川 郁万,鹿島アントラーズ,流通経済大柏高,2000.09.13,DF
2019,1,佐々木 翔悟,鹿島アントラーズ,鹿島ユース,2000.07.25,DF
2019,1,有馬 幸太郎,鹿島アントラーズ,鹿島ユース,2000.09.03,MF
2019,1,岩武 克弥,浦和レッズ,明治大,1996.06.04,DF
2019,1,池髙 暢希,浦和レッズ,浦和ユース,2000.04.05,MF
2019,1,石井 僚,浦和レッズ,浦和ユース,2000.07.11,GK
2019,1,大城 螢,浦和レッズ,浦和ユース,2000.09.16,DF
2019,1,渡辺 剛,ＦＣ東京,中央大,1997.02.05,DF
2019,1,中村 拓海,ＦＣ東京,東福岡高,2001.03.16,DF
2019,1,宮代 大聖,川崎フロンターレ,川崎ＦU-18（2018プロ契約）,2000.05.26,FW
2019,1,原田 虹輝,川崎フロンターレ,昌平高,2000.08.06,MF
2019,1,椿 直起,横浜Ｆ・マリノス,横浜FMユース,2000.06.23,MF
2019,1,山谷 侑士,横浜Ｆ・マリノス,横浜FMユース,2000.06.11,FW
2019,1,大橋 祐紀,湘南ベルマーレ,中央大,1996.07.27,FW
2019,1,福島 隼斗,湘南ベルマーレ,大津高,2000.04.26,DF
2019,1,鈴木 冬一,湘南ベルマーレ,長崎総合科学大学附属高,2000.05.30,MF
2019,1,柴田 壮介,湘南ベルマーレ,湘南U-18,2001.05.26,MF
2019,1,山本 龍平,松本山雅ＦＣ,四日市中央工高,2000.07.16,DF
2019,1,大野 佑哉,松本山雅ＦＣ,阪南大,1996.08.17,DF
2019,1,榎本 樹,松本山雅ＦＣ,前橋育英高,2000.06.04,FW
2019,1,西澤 健太,清水エスパルス,筑波大,1996.09.06,MF
2019,1,梅田 透吾,清水エスパルス,清水ユース,2000.07.23,GK
2019,1,相馬 勇紀,名古屋グランパス,早稲田大,1997.02.25,MF
2019,1,渡邉 柊斗,名古屋グランパス,東海学園大,1997.01.28,MF
2019,1,榎本 大輝,名古屋グランパス,東海学園大,1996.06.21,FW
2019,1,成瀬 竣平,名古屋グランパス,名古屋U-18,2001.01.17,MF
2019,1,菅原 由勢,名古屋グランパス,名古屋U-18（2018プロ契約）,2000.06.28,MF
2019,1,藤井 陽也,名古屋グランパス,名古屋U-18,2000.12.26,DF
2019,1,松岡 ジョナタン,名古屋グランパス,名古屋U-18(昇格後即相模原へ期限付き移籍),2000.05.27,FW
2019,1,高尾 瑠,ガンバ大阪,関西学院大,1996.11.09,DF
2019,1,奥野 耕平,ガンバ大阪,Ｇ大阪ユース,2000.04.03,MF
2019,1,喜田 陽,セレッソ大阪,Ｃ大阪U-18（2018プロ契約）,2000.07.04,MF
2019,1,瀬古 歩夢,セレッソ大阪,Ｃ大阪U-18（2018プロ契約）,2000.06.07,DF
2019,1,伊藤 元太,ヴィッセル神戸,松山工業高,2000.07.02,GK
2019,1,小林 友希,ヴィッセル神戸,神戸U-18,2000.07.18,DF
2019,1,荒木 隼人,サンフレッチェ広島,関西大,1996.08.07,DF
2019,1,松本 大弥,サンフレッチェ広島,広島ユース（2018プロ契約）,2000.08.10,MF
2019,1,東 俊希,サンフレッチェ広島,広島ユース（2018プロ契約）,2000.07.28,MF
2019,1,石井 快征,サガン鳥栖,鳥栖U-18,2000.04.02,FW
2019,1,樋口 雄太,サガン鳥栖,鹿屋体育大,1996.10.30,MF
2019,1,長谷川 雄志,大分トリニータ,宮崎産業経営大,1996.12.06,MF
2019,1,高畑 奎汰,大分トリニータ,大分U-18,2000.09.16,MF
2019,1,小島 亨介,大分トリニータ,早稲田大,1997.01.30,GK
2019,2,坂元 達裕,モンテディオ山形,東洋大,1996.10.22,MF
2019,2,末吉 塁,モンテディオ山形,大阪体育大,1996.07.26,MF
2019,2,大友 竜輔,モンテディオ山形,山形ユース,2000.05.24,GK
2019,2,浅野 雄也,水戸ホーリーホック,大阪体育大,1997.02.17,MF
2019,2,村田 航一,水戸ホーリーホック,明治大,1996.09.06,FW
2019,2,平塚 悠知,水戸ホーリーホック,札幌大,1996.04.13,MF
2019,2,黒崎 隼人,栃木ＳＣ,法政大,1996.09.05,DF
2019,2,小野 雅史,大宮アルディージャ,明治大,1996.08.09,MF
2019,2,吉永 昇偉,大宮アルディージャ,大宮ユース,2000.04.18,FW
2019,2,相澤 ピーターコアミ,ジェフユナイテッド千葉,日本文理高,2001.01.20,GK
2019,2,上島 拓巳,柏レイソル,中央大,1997.02.05,DF
2019,2,杉井 颯,柏レイソル,柏U-18,2000.05.17,DF
2019,2,山田 雄士,柏レイソル,柏U-18,2000.05.17,MF
2019,2,安在 達弥,東京ヴェルディ,中央大,1996.05.09,DF
2019,2,森田 晃樹,東京ヴェルディ,東京Ｖユース,2000.08.08,MF
2019,2,山本 理仁,東京ヴェルディ,東京Ｖユース,2001.12.12,MF
2019,2,岡田 優希,ＦＣ町田ゼルビア,早稲田大,1996.05.13,FW
2019,2,橋村 龍ジョセフ,ＦＣ町田ゼルビア,町田ユース,2000.08.23,FW
2019,2,佐野 海舟,ＦＣ町田ゼルビア,米子北高,2000.12.30,MF
2019,2,袴田 裕太郎,横浜ＦＣ,明治大,1996.06.24,DF
2019,2,大内 一生,横浜ＦＣ,横浜FCユース,2000.09.08,GK
2019,2,安永 玲央,横浜ＦＣ,横浜FCユース,2000.11.19,MF
2019,2,草野 侑己,横浜ＦＣ,阪南大,1996.07.21,FW
2019,2,中山 克広,横浜ＦＣ,専修大,1996.07.17,MF
2019,2,小林 岩魚,ヴァンフォーレ甲府,専修大,1996.10.17,MF
2019,2,中山 陸,ヴァンフォーレ甲府,東海大相模高,2001.01.22,MF
2019,2,宮崎 純真,ヴァンフォーレ甲府,山梨学院高,2000.04.10,FW
2019,2,藤田 和輝,アルビレックス新潟,新潟U-18,2001.02.19,GK
2019,2,岡本 將成,アルビレックス新潟,新潟U-18,2000.04.07,DF
2019,2,本間 至恩,アルビレックス新潟,新潟U-18,2000.08.09,MF
2019,2,秋山 裕紀,アルビレックス新潟,前橋育英高,2000.12.09,MF
2019,2,新井 直人,アルビレックス新潟,新潟経営大,1996.10.07,DF
2019,2,村田 透馬,ＦＣ岐阜,興國高,2000.07.22,FW
2019,2,会津 雄生,ＦＣ岐阜,筑波大,1996.08.01,MF
2019,2,粟飯原 尚平,ＦＣ岐阜,近畿大,1996.05.26,FW
2019,2,柳澤 亘,ＦＣ岐阜,順天堂大,1996.06.28,DF
2019,2,長倉 颯,ＦＣ岐阜,法政大,1996.04.29,MF
2019,2,冨田 康平,京都サンガF.C.,早稲田大,1996.06.09,DF
2019,2,中野 克哉,京都サンガF.C.,関西学院大,1996.09.13,MF
2019,2,江川 慶城,京都サンガF.C.,京都U-18,2000.04.02,DF
2019,2,上月 壮一郎,京都サンガF.C.,京都U-18,2000.12.22,MF
2019,2,服部 航平,京都サンガF.C.,京都U-18,2000.08.22,FW
2019,2,福岡 慎平,京都サンガF.C.,京都U-18,2000.06.27,MF
2019,2,上夷 克典,京都サンガF.C.,明治大,1996.04.05,DF
2019,2,松木 駿之介,ファジアーノ岡山,慶應義塾大,1996.10.24,FW
2019,2,鈴木 徳真,徳島ヴォルティス,筑波大,1997.03.12,MF
2019,2,鈴木 大誠,徳島ヴォルティス,筑波大,1996.05.28,DF
2019,2,久米 航太郎,徳島ヴォルティス,徳島ユース,2000.05.29,DF
2019,2,藤原 志龍,徳島ヴォルティス,徳島ユース,2000.09.05,MF
2019,2,中川 裕仁,愛媛ＦＣ,興國高,2000.05.25,FW
2019,2,岩井 柊弥,愛媛ＦＣ,愛媛U-18,2000.10.11,MF
2019,2,渡邊 創太,愛媛ＦＣ,愛媛U-18,2000.08.25,MF
2019,2,清川 流石,愛媛ＦＣ,びわこ成蹊スポーツ大,1996.07.20,MF
2019,2,桑原 海人,アビスパ福岡,福岡U-18,2000.10.05,DF
2019,2,北島 祐二,アビスパ福岡,福岡U-18,2000.08.04,MF
2019,2,鹿山 拓真,Ｖ・ファーレン長崎,東海学園大,1996.05.26,DF
2019,2,江川 湧清,Ｖ・ファーレン長崎,長崎U-18,2000.10.24,DF
2019,2,花房 稔,ＦＣ琉球,国士舘大,1996.07.30,DF
2019,2,小泉 佳穂,ＦＣ琉球,青山学院大,1996.10.05,MF
2019,2,内藤 健太,ＦＣ琉球,中央大,1996.05.15,DF
2019,2,儀保 幸英,ＦＣ琉球,沖縄国際大,1996.04.02,FW
2019,2,猪瀬 康介,ＦＣ琉球,流通経済大学付属柏高,2000.12.25,GK
2019,2,井口 綾人,ＦＣ琉球,琉球U-18,2001.01.21,FW
2019,2,与那城 智希,ＦＣ琉球,琉球U-18,2001.01.25,FW
2019,2,國場 虎次朗,ＦＣ琉球,琉球U-18,2000.09.22,FW
2019,2,大石 竜平,ツエーゲン金沢,国士舘大,1997.01.21,FW
2019,2,窪田 稜,ツエーゲン金沢,成立学園高,2001.01.05,FW
2019,2,石尾 崚雅,ツエーゲン金沢,Ｃ大阪U-18,2000.05.18,DF
2019,2,小野原 和哉,レノファ山口ＦＣ,流通経済大,1996.04.19,DF
2019,2,起 海斗,レノファ山口ＦＣ,興國高,2000.11.14,DF
2019,2,菊池 流帆,レノファ山口ＦＣ,大阪体育大,1996.12.09,DF
2019,2,野嶽 寛也,鹿児島ユナイテッドＦＣ,鹿児島U-18,2000.12.03,MF
2019,3,鈴木 順也,ザスパクサツ群馬,立正大,1996.05.02,MF
2019,3,岡村 大八,ザスパクサツ群馬,立正大,1997.02.15,DF
2019,3,髙澤 優也,ザスパクサツ群馬,流通経済大,1997.02.19,FW
2019,3,飯野 七聖,ザスパクサツ群馬,国士館大,1996.10.02,DF
2019,3,吉田 舜,ザスパクサツ群馬,法政大,1996.11.28,GK
2019,3,吉田 将也,ザスパクサツ群馬,東京農業大,1996.10.10,DF
2019,3,大谷 駿斗,カターレ富山,金沢学院大,1997.01.17,FW
2019,3,戸根 一誓,カターレ富山,東海学園大,1996.05.22,DF
2019,3,齋藤 和希,カターレ富山,大阪学院大,1996.07.26,GK
2019,3,新井 博人,ギラヴァンツ北九州,明治学院大,1996.06.22,DF
2019,3,河野 貴志,ギラヴァンツ北九州,関西大,1996.06.17,DF
2019,3,ディサロ 燦シルヴァーノ,ギラヴァンツ北九州,法政大,1996.04.02,FW
2019,3,新垣 貴之,ギラヴァンツ北九州,流通経済大,1996.08.12,MF
2019,3,田中 悠也,ギラヴァンツ北九州,市立船橋高,2000.05.10,GK
2019,3,打越 大樹,ギラヴァンツ北九州,桐蔭横浜大,1996.05.12,DF
2019,3,後藤 大輝,ギラヴァンツ北九州,明治大,1996.06.14,GK
2019,3,酒井 崇一,ロアッソ熊本,東海大熊本,1996.05.13,DF
2019,3,北村 知也,ロアッソ熊本,宮崎産業経営大,1996.09.15,FW
2019,3,中原 輝,ロアッソ熊本,駒澤大,1996.07.08,MF
2019,3,小笠原 佳祐,ロアッソ熊本,筑波大,1996.06.07,DF
2019,3,リュウ ヌグラハ,ＡＣ長野パルセイロ,上田千曲高,2000.04.06,GK
2019,3,大城 佑斗,ＡＣ長野パルセイロ,中京大,1996.10.19,FW
2019,3,立川 小太郎,ＡＣ長野パルセイロ,大阪体育大,1997.01.04,GK
2019,3,渡部 大樹,ブラウブリッツ秋田,大阪産業大,1996.02.16,MF
2019,3,小池 大喜,ブラウブリッツ秋田,東洋大,1996.12.08,GK
2019,3,植村 友哉,横浜スポーツ&カルチャークラブ,Y.S.C.C.ユース,2000.05.19,MF
2019,3,澤田 健太,カマタマーレ讃岐,讃岐U-18,2000.07.26,MF
2019,3,中村 亮,カマタマーレ讃岐,阪南大,1996.12.31,MF
2019,3,渡辺 悠雅,カマタマーレ讃岐,明治大,1996.05.15,MF
2019,3,鈴木 翔太,藤枝ＭＹＦＣ,東京学芸大,1996.11.21,DF
2019,3,松村 航希,藤枝ＭＹＦＣ,大阪教育大,1996.05.24,DF
2019,3,原田 大雅,藤枝ＭＹＦＣ,静岡産業大,1996.10.18,DF
2019,3,金子 優希,ヴァンラーレ八戸,仙台大,1996.04.21,GK
2019,3,清水 敦貴,グルージャ盛岡,盛岡ユース,2000.07.10,MF
2019,3,平川 元樹,グルージャ盛岡,日本体育大,1996.07.08,FW
2019,3,河西 真,福島ユナイテッドＦＣ,産業能率大,1996.06.21,DF
2019,3,石渡 旭,福島ユナイテッドＦＣ,神奈川大,1996.04.08,DF
2019,3,吉永 大志,福島ユナイテッドＦＣ,日本大,1996.10.14,MF
2019,3,諸岡 裕人,福島ユナイテッドＦＣ,国士舘大,1997.01.04,MF
2019,3,雪江 悠人,福島ユナイテッドＦＣ,立正大,1996.06.09,FW
2019,3,小田島 怜,ＳＣ相模原,桐蔭横浜大,1996.06.10,DF
2019,3,三浦 基瑛,ＳＣ相模原,拓殖大,1996.05.28,GK
2019,3,上米良 柊人,ＳＣ相模原,新潟医療福祉大,1996.07.02,MF
2019,3,濱 託巳,アスルクラロ沼津,新潟経営大,1996.09.11,MF
2019,3,清水 光,アスルクラロ沼津,富士大,1996.07.19,MF
2019,3,徳永 晃太郎,アスルクラロ沼津,桃山学院大,1996.11.10,MF
2019,3,深井 祐希,アスルクラロ沼津,北海道教育大学岩見沢校,1996.09.06,DF
2019,3,長沢 祐弥,アスルクラロ沼津,明治大,1996.07.01,GK
2019,3,渡邉 りょう,アスルクラロ沼津,産業能率大,1996.10.25,FW
2019,3,佐藤 尚輝,アスルクラロ沼津,産業能率大,1996.07.12,MF
2020,1,田中 駿汰,北海道コンサドーレ札幌,大阪体育大,1997.05.26,DF
2020,1,高嶺 朋樹,北海道コンサドーレ札幌,筑波大,1997.12.29,MF
2020,1,金子 拓郎,北海道コンサドーレ札幌,日本大,1997.07.30,MF
2020,1,小畑 裕馬,ベガルタ仙台,仙台ユース,2001.11.07,GK
2020,1,山田 大樹,鹿島アントラーズ,鹿島ユース,2002.01.08,GK
2020,1,松村 優太,鹿島アントラーズ,静岡学園高,2001.04.13,FW
2020,1,荒木 遼太郎,鹿島アントラーズ,東福岡高,2002.01.29,MF
2020,1,染野 唯月,鹿島アントラーズ,尚志高,2001.09.12,FW
2020,1,武田 英寿,浦和レッズ,青森山田高,2001.09.15,MF
2020,1,井出 敬大,柏レイソル,柏U-18,2001.08.18,DF
2020,1,鵜木 郁哉,柏レイソル,柏U-18,2001.07.04,FW
2020,1,細谷 真大,柏レイソル,柏U-18,2001.09.07,FW
2020,1,松本 健太,柏レイソル,東洋大,1997.05.04,GK
2020,1,中村 帆高,ＦＣ東京,明治大,1997.08.12,DF
2020,1,バングーナガンデ 佳史扶,ＦＣ東京,FC東京U-18,2001.09.24,DF
2020,1,木村 誠二,ＦＣ東京,FC東京U-18,2001.08.24,DF
2020,1,安部 柊斗,ＦＣ東京,明治大,1997.12.05,MF
2020,1,紺野 和也,ＦＣ東京,法政大,1997.07.11,MF
2020,1,野澤 大志ブランドン,ＦＣ東京,FC東京U-18,2002.12.25,GK
2020,1,宮城 天,川崎フロンターレ,川崎FU-18,2001.06.02,FW
2020,1,イサカ ゼイン,川崎フロンターレ,桐蔭横浜大,1997.05.29,MF
2020,1,旗手 怜央,川崎フロンターレ,順天堂大,1997.11.21,FW
2020,1,三笘 薫,川崎フロンターレ,筑波大,1997.05.20,MF
2020,1,神谷 凱士,川崎フロンターレ,東海学園大,1997.06.16,MF
2020,1,池田 航,横浜Ｆ・マリノス,横浜FMユース,2001.07.04,DF
2020,1,松田 詠太郎,横浜Ｆ・マリノス,横浜FMユース,2001.05.20,MF
2020,1,ブラウン ノア 賢信,横浜Ｆ・マリノス,横浜FMユース,2001.05.27,FW
2020,1,オビ パウエル オビンナ,横浜Ｆ・マリノス,流通経済大,1997.12.18,GK
2020,1,古宿 理久,横浜ＦＣ,青森山田高,2001.04.18,MF
2020,1,瀬古 樹,横浜ＦＣ,明治大,1997.12.22,MF
2020,1,星 キョーワァン,横浜ＦＣ,駒澤大,1997.06.25,DF
2020,1,松尾 佑介,横浜ＦＣ,仙台大,1997.07.23,MF
2020,1,畑 大雅,湘南ベルマーレ,市立船橋高,2002.01.20,DF
2020,1,舘 幸希,湘南ベルマーレ,日本大,1997.12.14,DF
2020,1,若月 大和,湘南ベルマーレ,桐生第一高,2002.01.18,FW
2020,1,ノリエガ エリック,清水エスパルス,清水ユース,2001.10.22,MF
2020,1,栗原 イブラヒムジュニア,清水エスパルス,三菱養和SCユース,2001.08.14,FW
2020,1,鈴木 唯人,清水エスパルス,市立船橋高,2001.10.25,FW
2020,1,川本 梨誉,清水エスパルス,清水ユース,2001.06.11,FW
2020,1,吉田 晃,名古屋グランパス,九州国際大学付属高,2001.07.09,DF
2020,1,石田 凌太郎,名古屋グランパス,名古屋U-18,2001.12.13,DF
2020,1,三井 大輝,名古屋グランパス,名古屋U-18,2001.05.27,GK
2020,1,唐山 翔自,ガンバ大阪,Ｇ大阪ユース,2002.09.21,FW
2020,1,川崎 修平,ガンバ大阪,Ｇ大阪ユース,2001.04.28,FW
2020,1,塚元 大,ガンバ大阪,Ｇ大阪ユース,2001.06.23,FW
2020,1,山本 悠樹,ガンバ大阪,関西学院大,1997.11.06,MF
2020,1,黒川 圭介,ガンバ大阪,関西大,1997.04.13,DF
2020,1,西尾 隆矢,セレッソ大阪,Ｃ大阪U-18,2001.05.16,DF
2020,1,吉馴 空矢,セレッソ大阪,Ｃ大阪U-18,2001.06.07,MF
2020,1,松本 凪生,セレッソ大阪,Ｃ大阪U-18,2001.09.04,MF
2020,1,藤尾 翔太,セレッソ大阪,Ｃ大阪U-18,2001.05.02,FW
2020,1,田平 起也,セレッソ大阪,神戸弘陵学園高,2001.05.10,DF
2020,1,西川 潤,セレッソ大阪,桐光学園高,2002.02.21,MF
2020,1,山川 哲史,ヴィッセル神戸,神戸U-18,1997.10.01,DF
2020,1,小田 裕太郎,ヴィッセル神戸,神戸U-18,2001.08.12,FW
2020,1,鮎川 峻,サンフレッチェ広島,広島ユース,2001.09.15,FW
2020,1,土肥 航大,サンフレッチェ広島,広島ユース,2001.04.13,MF
2020,1,林 大地,サガン鳥栖,大阪体育大,1997.05.23,FW
2020,1,森下 龍矢,サガン鳥栖,明治大,1997.04.11,DF
2020,1,板橋 洋青,サガン鳥栖,鳥栖U-18,2001.08.11,GK
2020,1,大畑 歩夢,サガン鳥栖,鳥栖U-18,2001.04.27,DF
2020,1,本田 風智,サガン鳥栖,鳥栖U-18,2001.05.10,MF
2020,1,高橋 祐翔,大分トリニータ,米子北高,2001.09.19,DF
2020,1,羽田 健人,大分トリニータ,関西大,1997.07.07,DF
2020,2,廣岡 睦樹,モンテディオ山形,JFAアカデミー福島,2001.08.16,MF
2020,2,高橋 潤哉,モンテディオ山形,駒澤大,1997.05.28,FW
2020,2,半田 陸,モンテディオ山形,山形ユース,2002.01.01,DF
2020,2,小野寺 健也,モンテディオ山形,明治大,1997.11.18,DF
2020,2,平田 海斗,水戸ホーリーホック,水戸ユース,2001.07.25,MF
2020,2,住吉 ジェラニレショーン,水戸ホーリーホック,国士舘大,1997.10.05,DF
2020,2,松崎 快,水戸ホーリーホック,東洋大,1997.11.22,MF
2020,2,明本 考浩,栃木ＳＣ,国士舘大,1998.01.31,MF
2020,2,森 俊貴,栃木ＳＣ,法政大,1997.08.29,FW
2020,2,池庭 諒耶,栃木ＳＣ,青山学院大,1997.12.17,DF
2020,2,山中 惇希,ザスパクサツ群馬,浦和ユース,2001.05.06,MF
2020,2,川上 優樹,ザスパクサツ群馬,明治大,1997.07.18,DF
2020,2,外山 佳大,ザスパクサツ群馬,立命館大,1997.10.26,GK
2020,2,髙田 颯也,大宮アルディージャ,大宮U18,2001.08.15,FW
2020,2,西村 慧祐,大宮アルディージャ,専修大,1998.02.19,DF
2020,2,本村 武揚,ジェフユナイテッド千葉,流通経済大,1997.06.20,DF
2020,2,見木 友哉,ジェフユナイテッド千葉,関東学院大,1998.03.28,MF
2020,2,櫻川 ソロモン,ジェフユナイテッド千葉,千葉U-18,2001.08.04,FW
2020,2,馬場 晴也,東京ヴェルディ,東京Vユース,2001.10.24,DF
2020,2,松橋 優安,東京ヴェルディ,東京Vユース,2001.10.27,MF
2020,2,石浦 大雅,東京ヴェルディ,東京Vユース,2001.11.22,MF
2020,2,藤田 譲瑠チマ,東京ヴェルディ,東京Vユース,2002.02.16,MF
2020,2,阿野 真拓,東京ヴェルディ,東京Vユース,2003.08.30,MF
2020,2,山下 諒也,東京ヴェルディ,日本体育大,1997.10.19,FW
2020,2,晴山 岬,ＦＣ町田ゼルビア,帝京長岡高,2001.06.30,FW
2020,2,中塩 大貴,ヴァンフォーレ甲府,立正大,1997.06.08,DF
2020,2,中村 亮太朗,ヴァンフォーレ甲府,中央大,1997.09.27,MF
2020,2,山田 真夏斗,松本山雅ＦＣ,立正大淞南高,2001.05.31,MF
2020,2,村越 凱光,松本山雅ＦＣ,飯塚高,2001.10.07,MF
2020,2,三ッ田 啓希,松本山雅ＦＣ,中央大,1997.12.22,DF
2020,2,阿部 航斗,アルビレックス新潟,筑波大,1997.08.01,GK
2020,2,矢村 健,アルビレックス新潟,新潟医療福祉大,1997.06.09,FW
2020,2,三木 直土,ジュビロ磐田,磐田U-18,2001.05.08,FW
2020,2,清田 奈央弥,ジュビロ磐田,磐田U-18,2001.08.25,MF
2020,2,吉長 真優,ジュビロ磐田,成立学園高,2002.03.20,FW
2020,2,川崎 颯太,京都サンガF.C.,京都U-18,2001.07.30,MF
2020,2,山田 楓喜,京都サンガF.C.,京都U-18,2001.07.10,MF
2020,2,谷内田 哲平,京都サンガF.C.,帝京長岡高,2001.11.01,MF
2020,2,山田 恭也,ファジアーノ岡山,岡山U-18,2001.07.29,MF
2020,2,野口 竜彦,ファジアーノ岡山,中央大,1997.11.20,FW
2020,2,吹ケ 徳喜,徳島ヴォルティス,阪南大,1997.07.22,DF
2020,2,森田 凜,徳島ヴォルティス,徳島ユース,2002.02.14,MF
2020,2,奥田 雄大,徳島ヴォルティス,鹿屋体育大,1997.05.01,DF
2020,2,安部 崇士,徳島ヴォルティス,中央大,1997.07.15,DF
2020,2,武田 太一,徳島ヴォルティス,早稲田大,1997.04.22,FW
2020,2,加藤 大智,愛媛ＦＣ,明治大,1997.04.14,GK
2020,2,三原 秀真,愛媛ＦＣ,愛媛U-18,2001.07.16,DF
2020,2,忽那 喬司,愛媛ＦＣ,びわこ成蹊スポーツ大,1997.08.20,MF
2020,2,吉田 晴稀,愛媛ＦＣ,帝京長岡高,2001.04.20,DF
2020,2,東家 聡樹,アビスパ福岡,中京大,1997.04.20,MF
2020,2,永野 雄大,ギラヴァンツ北九州,阪南大,1998.01.22,MF
2020,2,佐藤 喜生,ギラヴァンツ北九州,桐蔭横浜大,1997.11.06,DF
2020,2,佐藤 亮,ギラヴァンツ北九州,明治大,1997.11.24,FW
2020,2,氣田 亮真,Ｖ・ファーレン長崎,専修大,1997.08.12,MF
2020,2,毎熊 晟矢,Ｖ・ファーレン長崎,桃山学院大,1997.10.16,FW
2020,2,植中 朝日,Ｖ・ファーレン長崎,JFAアカデミー福島U18,2001.11.01,FW
2020,2,加藤 聖,Ｖ・ファーレン長崎,JFAアカデミー福島U18,2001.09.16,DF
2020,2,知念 哲矢,ＦＣ琉球,近畿大,1997.11.08,DF
2020,2,人見 拓哉,ＦＣ琉球,立正大,1997.12.18,FW
2020,2,池田 廉,ＦＣ琉球,拓殖大,1997.11.10,MF
2020,2,加藤 陸次樹,ツエーゲン金沢,中央大,1997.08.06,FW
2020,2,西田 恵,ツエーゲン金沢,大阪体育大,1998.01.10,MF
